testing_type,testing_cat,prob_inf,prob_inf_cat,sens_type,sens_cat,prop_subclin,prop_subclin_cat,symptom_adherence,risk_multiplier,risk_multi_cat,rapid_test_multiplier,rapid_test_cat,if_threshold,time_step,metric,n,mean,sd,median,p025,p100,p250,p750,p900,p975,min,max,n_missing,n_infinite,n_nan,n_total,quarantine_adherence,relative_time,metric_cat
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,1,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,7106.614666666666,1230.2708929370901,7131.25,5735.4625000000005,5917,6078.5,7722.375,8903.7,10111.225,4238.5,11988.5,0,0,0,3000,0,9,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,1,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,7496.3268333333335,1369.261181132861,7430,5858,6121.4,6372.375,8211.25,9496,10849.575,4238.5,12965,0,0,0,3000,0,10,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,1,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,7746.515166666667,1503.1778934243719,7579.75,5860.925,6198.35,6515.375,8570.625,9943.349999999999,11405.525,4238.5,13796.5,0,0,0,3000,0,11,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,1,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,7881.470333333334,1616.0274017296042,7607.75,5860.925,6198.35,6528.375,8804.875,10235.65,11824.9375,4238.5,14499.5,0,0,0,3000,0,12,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,1,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,7938.347666666667,1689.578732818535,7613.75,5860.925,6198.35,6528.375,8916.625,10400.2,12044.050000000003,4238.5,15077,0,0,0,3000,0,13,Cumulative infectious days
no_testing,No testing,0.0015,"150 per 100,000",NA,NA,0.3,30%,1,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,7956.105333333333,1724.3843482138807,7613.75,5860.925,6198.35,6528.375,8937,10449.349999999999,12136,4238.5,15437,0,0,0,3000,0,14,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,553.2838333333333,104.40521141860053,549.25,429.5,449,467,604.5,707,808.6125000000004,316,978.5,0,0,0,3000,0,-3,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,1106.2366666666667,207.75977120157825,1102.5,864.5,899.5,934.5,1205,1414.5,1621.0875000000003,629,1950.5,0,0,0,3000,0,-2,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,1658.618,310.8050484929788,1655.25,1302.5,1349.9499999999998,1403,1803.125,2122.1,2433.1125,946.5,2905.5,0,0,0,3000,0,-1,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,2210.063833333333,413.2845055602145,2213.5,1740.9750000000001,1804,1867.5,2399,2822.1,3238.05,1265.5,3891.5,0,0,0,3000,0,0,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,2760.2346666666667,515.1773335398404,2773.75,2186.4875,2256.5,2329,2989.5,3527.1,4047.0125,1603,4856.5,0,0,0,3000,0,1,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,3309.5935,616.833794997729,3333.5,2634.95,2710.95,2792,3579.625,4223.299999999999,4851.0374999999995,1928.5,5829.5,0,0,0,3000,0,2,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,3858.2988333333333,718.2676094151009,3892.5,3080.9875,3163,3257,4165.5,4928.5,5654.575000000001,2246,6782.5,0,0,0,3000,0,3,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,4424.921666666667,821.3156636379226,4469.25,3540.475,3628,3735,4778,5636.05,6464.637500000001,2576,7707,0,0,0,3000,0,4,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,4487.76,834.4692639940972,4530.75,3591.9875,3679.95,3786.875,4844.125,5721.15,6573.0875000000005,2617,7829.5,0,0,0,3000,0,5,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,4557.312166666667,851.1285437981709,4603,3644.4750000000004,3736.95,3842,4919.625,5811.55,6679.025,2659.5,7958.5,0,0,0,3000,0,6,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,4639.585166666667,872.3193877252602,4686,3709.9875,3802,3905.5,5009.75,5927.55,6826.5375,2695,8115,0,0,0,3000,0,7,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,4741.16,903.9445743505697,4791,3787.5,3882.9500000000003,3984,5118.125,6081.6,7008.6500000000005,2734,8404,0,0,0,3000,0,8,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,4854.827833333334,948.3712030396592,4883,3851.45,3958.5,4064.5,5265.125,6253.55,7231.9000000000015,2781.5,8802,0,0,0,3000,0,9,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,4963.690333333333,998.2988184657967,4950.25,3897.4625,4017.5,4132,5420.75,6387.65,7446.687500000001,2821,9194,0,0,0,3000,0,10,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,5052.338333333333,1053.2889697269557,4997.75,3925,4047.4500000000003,4174.375,5573.625,6537.5,7644.1625,2821,9571,0,0,0,3000,0,11,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,5116.102,1110.2104431166802,5019.5,3925,4049.9500000000003,4185.875,5723.875,6652.4,7860.437500000002,2821,9933.5,0,0,0,3000,0,12,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,5155.827333333334,1160.7177185087864,5020.75,3925,4049.9500000000003,4185.875,5843,6730.1,8048.7750000000015,2821,10272,0,0,0,3000,0,13,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,5170.9501666666665,1191.786330955703,5020.75,3925,4049.9500000000003,4185.875,5872.75,6767.799999999998,8181.6,2821,10561.5,0,0,0,3000,0,14,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,553.2838333333333,104.40521141860054,549.25,429.5,449.00000000000006,467,604.5,707,808.6125000000005,316,978.5000000000001,0,0,0,3000,0,-3,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,1106.2366666666667,207.75977120157825,1102.5,864.5,899.5,934.5,1205,1414.5000000000002,1621.0875000000005,629,1950.5,0,0,0,3000,0,-2,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,1658.6180000000002,310.8050484929788,1655.2500000000002,1302.5,1349.9499999999998,1403,1803.125,2122.1,2433.1125,946.5,2905.5,0,0,0,3000,0,-1,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,2164.5466333333334,404.7582494635967,2168.5,1706.1725000000001,1766.5000000000002,1829.45,2347.9750000000004,2764.5599999999995,3176.1500000000005,1231.9,3810.3,0,0,0,3000,0,0,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,2688.4659333333334,498.40119855832046,2700,2133.1000000000004,2202.0800000000004,2272.3,2911.025,3429.0500000000006,3932.1700000000005,1551,4708.3,0,0,0,3000,0,1,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,3230.6305666666667,592.1968409815285,3245.95,2582.88,2654.6,2734.5249999999996,3488.8250000000003,4108.54,4721.802500000001,1874.4,5635.3,0,0,0,3000,0,2,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,3778.0689,691.3284204421902,3812.6500000000005,3028.2925000000005,3108.7000000000003,3200.1000000000004,4080.425,4805.2,5504.0425000000005,2194,6564.5,0,0,0,3000,0,3,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,4344.691733333334,794.3749166195898,4383.4000000000005,3488.3,3573.78,3677.675,4694.175,5523.879999999999,6300.965000000002,2524,7489,0,0,0,3000,0,4,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,4407.5548,807.5469031975261,4446.75,3537.6975000000007,3624.87,3729.05,4764.35,5607.55,6401.740000000001,2563.5,7612.4000000000005,0,0,0,3000,0,5,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,4477.150966666667,824.3429898859193,4518.6,3592.3975,3681.3900000000003,3784.1249999999995,4837.45,5700.6,6519.725000000001,2606.6,7747.9000000000005,0,0,0,3000,0,6,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,4559.467066666667,845.8145894433961,4595.55,3654.0750000000003,3746.9700000000003,3849.0250000000005,4927.25,5816.7,6651.387500000002,2642.6,7928.6,0,0,0,3000,0,7,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,4661.1092,878.040832598308,4691.7,3733.275,3829.07,3928.1000000000004,5033.525,5965.530000000001,6841.595000000001,2683.7000000000003,8219.6,0,0,0,3000,0,8,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,4774.814933333334,923.3170624490803,4780.25,3796.3825000000006,3904.6000000000004,4005.3500000000004,5188.875,6122.549999999999,7079.21,2732.2000000000003,8618.6,0,0,0,3000,0,9,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,4883.711633333333,974.1236892794145,4853.9,3846.4675,3964.11,4075.9000000000005,5337.675,6279.2300000000005,7273.437500000002,2763.4,9011.1,0,0,0,3000,0,10,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,4972.382166666667,1029.9345058727931,4897.65,3871.7900000000004,3991.5700000000006,4116.5250000000005,5503.725000000001,6411.79,7521.4400000000005,2763.4,9387.4,0,0,0,3000,0,11,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,5036.1645,1087.5488987591075,4924.55,3871.7900000000004,3995.0600000000004,4129.700000000001,5660.575000000001,6516.660000000001,7737.102500000001,2763.4,9749,0,0,0,3000,0,12,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,5075.918633333334,1138.6173791408125,4927.5,3871.7900000000004,3995.0600000000004,4129.700000000001,5778.2750000000005,6624.0599999999995,7914.5925000000025,2763.4,10085.900000000001,0,0,0,3000,0,13,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.2,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,5091.0391,1169.789275344393,4927.5,3871.7900000000004,3995.0600000000004,4129.700000000001,5802.250000000001,6676.67,8060.245,2763.4,10372.300000000001,0,0,0,3000,0,14,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,553.2838333333333,104.40521141860053,549.25,429.5,449,467,604.5,707,808.6125000000004,316,978.5,0,0,0,3000,0,-3,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,1106.2366666666667,207.75977120157825,1102.5,864.5,899.5,934.5,1205,1414.5,1621.0875000000003,629,1950.5,0,0,0,3000,0,-2,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,1658.618,310.8050484929788,1655.25,1302.5,1349.9499999999998,1403,1803.125,2122.1,2433.1125,946.5,2905.5,0,0,0,3000,0,-1,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,2119.029433333333,396.4212418593946,2122.35,1671.6899999999998,1730.35,1790.5,2299.6,2701.59,3107.6950000000006,1198.3,3729.1000000000004,0,0,0,3000,0,0,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,2616.6972,482.2433979265808,2621.4,2080.295,2146.79,2215.1,2838.025,3324.77,3821.415,1499,4560.1,0,0,0,3000,0,1,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,3151.6676333333335,568.7154939745893,3151.75,2530.56,2598.8599999999997,2677.1749999999997,3414.525,3989.15,4561.5875,1817.8,5441.1,0,0,0,3000,0,2,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,3697.8389666666667,665.5916444667808,3715.1,2974.895,3053.93,3141.575,4002.2250000000004,4685.0199999999995,5344.165000000001,2142,6346.5,0,0,0,3000,0,3,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,4264.4618,768.4752585922656,4284.15,3432.495,3518.04,3619.8,4613.9749999999995,5404.5199999999995,6166.4075,2472,7293.1,0,0,0,3000,0,4,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,4327.3496,781.6528230135689,4350.5,3483.3924999999995,3569.28,3670.875,4679.825000000001,5489,6246.1075,2510,7408.8,0,0,0,3000,0,5,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,4396.989766666667,798.58200480064,4417.25,3536.3,3625.5800000000004,3726.7,4754.875,5579.210000000001,6368.2625,2553.7,7560.3,0,0,0,3000,0,6,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,4479.3489666666665,820.3427402714699,4495.55,3599.1975000000007,3691.3799999999997,3792.8499999999995,4847.625,5694.829999999999,6497.9,2590.2,7742.200000000001,0,0,0,3000,0,7,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,4581.0584,853.1857603925921,4586.75,3676.5575,3772.38,3870.3,4961.275,5830.110000000001,6694.3499999999995,2633.3999999999996,8035.2,0,0,0,3000,0,8,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,4694.802033333333,899.3257055747015,4680.65,3744.1924999999997,3850.6699999999996,3948.2500000000005,5120.15,6017.32,6878.9124999999995,2682.8999999999996,8435.2,0,0,0,3000,0,9,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,4803.732933333334,951.0187781431321,4747.55,3793.8650000000002,3908.68,4017.575,5274.85,6162.08,7125.692500000001,2705.8,8828.2,0,0,0,3000,0,10,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,4892.426,1007.6469756681607,4791.9,3817.8499999999995,3937.7000000000003,4057.2250000000004,5434.75,6295.8,7393.812500000001,2705.8,9203.8,0,0,0,3000,0,11,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,4956.227,1065.9364495953118,4816.450000000001,3817.8499999999995,3941.8599999999997,4072,5583.025,6385.03,7611.0625,2705.8,9564.5,0,0,0,3000,0,12,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,4996.009933333334,1117.5407199508415,4831.5,3817.8499999999995,3941.8599999999997,4072,5681.075000000001,6511.71,7782.095000000001,2705.8,9899.8,0,0,0,3000,0,13,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.4,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,5011.128033333333,1148.793254360659,4831.5,3817.8499999999995,3941.8599999999997,4072,5704.1500000000005,6603.18,7933.847500000002,2705.8,10183.1,0,0,0,3000,0,14,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,553.2838333333333,104.40521141860053,549.25,429.5,449,467,604.5,707,808.6125000000004,316,978.5,0,0,0,3000,0,-3,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,1106.2366666666667,207.75977120157825,1102.5,864.5,899.5,934.5,1205,1414.5,1621.0875000000003,629,1950.5,0,0,0,3000,0,-2,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,69,cume_n_infection_daily,3000,1658.618,310.8050484929788,1655.25,1302.5,1349.9499999999998,1403,1803.125,2122.1,2433.1125,946.5,2905.5,0,0,0,3000,0,-1,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,70,cume_n_infection_daily,3000,2073.5122333333334,388.28567318622436,2075.35,1637.6875,1692.78,1752.0749999999998,2251.625,2641.95,3037.745,1164.7,3647.8999999999996,0,0,0,3000,0,0,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,71,cume_n_infection_daily,3000,2544.9284666666667,466.7681494611995,2535.6499999999996,2030.79,2091.2599999999998,2158.1,2766.7749999999996,3232.25,3701.3124999999995,1443.6999999999998,4420.3,0,0,0,3000,0,1,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,72,cume_n_infection_daily,3000,3072.7047,546.5387218725483,3044.15,2476.6474999999996,2541.68,2620.3999999999996,3346.8750000000005,3882.91,4404.487500000001,1761.2,5246.9,0,0,0,3000,0,2,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,73,cume_n_infection_daily,3000,3617.609033333333,641.2020863609096,3614.75,2920.08,2997.18,3085.3,3927.1,4576.629999999999,5159.4775,2090,6134.4,0,0,0,3000,0,3,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,74,cume_n_infection_daily,3000,4184.231866666667,743.7254628417725,4181.299999999999,3376.2,3462.98,3561.6499999999996,4539.949999999999,5297.11,5995.412500000001,2420,7098.9,0,0,0,3000,0,4,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,75,cume_n_infection_daily,3000,4247.1444,756.8925664414676,4245.1,3427.675,3512.56,3612.3749999999995,4607.65,5377.93,6087.805000000001,2456.5,7217.2,0,0,0,3000,0,5,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,76,cume_n_infection_daily,3000,4316.828566666667,773.9479041382904,4312.15,3481.6974999999998,3568.879999999999,3669.0750000000003,4684.325000000001,5472.85,6196.967500000001,2500.8,7372.700000000001,0,0,0,3000,0,6,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,77,cume_n_infection_daily,3000,4399.230866666667,796.0030085394046,4389.35,3542.2825000000003,3634.5499999999997,3734.8,4776,5587.96,6348.985,2537.8,7555.8,0,0,0,3000,0,7,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,78,cume_n_infection_daily,3000,4501.0076,829.473632840791,4478.25,3621.4750000000004,3716.8100000000004,3813.725,4894.5,5723.21,6512.2300000000005,2583.1,7850.8,0,0,0,3000,0,8,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,79,cume_n_infection_daily,3000,4614.789133333334,876.4844091302471,4567.95,3693.3574999999996,3797.1600000000003,3891.0750000000003,5053.299999999999,5906.65,6718.7425,2633.6,8251.8,0,0,0,3000,0,9,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,80,cume_n_infection_daily,3000,4723.754233333333,929.0639343160195,4633.8499999999995,3741.8,3854.86,3959.95,5218.575,6059.61,6984.41,2648.2,8645.3,0,0,0,3000,0,10,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,81,cume_n_infection_daily,3000,4812.469833333334,986.4986960486774,4679.45,3767.845,3880.59,3998.425,5362.375,6187.130000000001,7272.902499999999,2648.2,9020.2,0,0,0,3000,0,11,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,82,cume_n_infection_daily,3000,4876.2895,1045.4381618041637,4711.6,3767.845,3883.5499999999997,4013.675,5486.425,6286.32,7491.2475,2648.2,9380,0,0,0,3000,0,12,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,83,cume_n_infection_daily,3000,4916.101233333333,1097.54671702871,4729.4,3767.845,3883.5499999999997,4013.675,5581.65,6437.669999999999,7678.6325,2648.2,9713.7,0,0,0,3000,0,13,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.6000000000000001,2,2x,NA,NA,0,84,cume_n_infection_daily,3000,4931.216966666667,1128.8541253475742,4729.4,3767.845,3883.5499999999997,4013.675,5609.75,6518.049999999999,7799.8200000000015,2648.2,9993.900000000001,0,0,0,3000,0,14,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,67,cume_n_infection_daily,3000,553.2838333333333,104.40521141860053,549.25,429.5,449,467,604.5,707,808.6125000000004,316,978.5,0,0,0,3000,0,-3,Cumulative infectious days
pcr_five_days_after,PCR 5 days after,0.0015,"150 per 100,000",upper,Upper Bound,0.3,30%,0.8,2,2x,NA,NA,0,68,cume_n_infection_daily,3000,1106.2366666666667,207.75977120157825,1102.5,864.5,899.5,934.5,1205,1414.5,1621.0875000000003,629,1950.5,0,0,0,3000,0,-2,Cumulative infectious days
